label,tweet_id,user_id,text
Negative,743991238861398016,727283223408029697,"RT @FrenchForTrump: I AGREE 100%!@Nero
ISLAM IS INCOMPATIBLE WITH WESTERN CULTURE
LOOK AT EUROPE!
#OBAMA #HILLARY ARE CORRUPT
#Trump2016 ht…"
Negative,771856942918672385,72462603,RT @Kimberl05453181: Why can we ALL see this but the DOJ and FBI can't??? #HillaryForPrison2016 https://t.co/HR9Rtt4Skg
Negative,782291319913844737,760128364950724608,The Clintons could care less about the American people.  All they want is power and wealth.  Hillary will continue… https://t.co/oROawkcA3f
Negative,795035640924663809,95116849,"RT @45_Committee: “Why aren’t I 50 points ahead, you might ask,” says Hillary Clinton. Watch the video and find out why. https://t.co/hWZ2v…"
Positive,754844340258803721,466205000,YESSSSS ‼️‼️ MEDIA SUCKS ‼️ @MSNBC @CNN @CNNPolitics #maddow #hardball #ImWithHer #WhereAreYourTaxes #NeverTrump  https://t.co/o0ZD8iQ1An
Negative,783414384487964672,1348445442,"RT @marchaig: And this guy would know
#hillaryclinton #ImWithHer 
#realdonaldtrump #maga https://t.co/MCI6enkhMu"
Negative,769009279265337345,2536257730,"RT @realDonaldTrump: ""@foxnation: Flashback: Hillary Clinton Praised Former KKK Member Robert Byrd as 'Friend and Mentor': https://t.co/e0H…"
Negative,785465431599509505,261932596,"RT @RubberBlon: Does Hillary have dementia or is she just a liar? 

#WorldMentalHealthDay #ImWithHer #TrumpWon 
 https://t.co/80eisExatQ"
Neutral,793425033464909824,771308179732836352,#follow #rt #retweet New Poll Shows Hillary Falls Behind Donald Trump: Hillary Clinton and Donald Trump are a... https://t.co/eefAPOPgVc
Neutral,717822909415301120,30543406,"RT @NaomiAKlein: So @avilewis and I are going to be doing this Facebook Live thingy. First one tomorrow, about 1 ET. It's #Bernie vs. #Hill…"
Neutral,792414380294012928,4595689636,RT @PoliticusSarah: Comey Letter Backfires As Email Scandal Revival Energizes Hillary Clinton Supporters via @politicususa https://t.co/ZgL…
Neutral,794026640296714240,1056388153,RT @dcexaminer: Rep. McCaul predicts Hillary Clinton will be impeached if she's elected https://t.co/i1989yW5xk https://t.co/qsrJaOeDQa
Negative,741867037002108929,2883695266,"RT @CalFreedomMom: #Hillary sells positions in State Dept for personal gain

Imagine the 'favors' she would give away as president https://…"
Negative,793163252616290309,788843277650886656,RT @dcexaminer: PHOTO: Liz Cheney's daughter went as Hillary Clinton's deleted emails for Halloween https://t.co/d6bEmi0VmO https://t.co/mn…
Negative,708495619401392128,619299246,Vulgar pig Hillary covered up for.  https://t.co/QFwglkFLE1
Neutral,796019161675665408,53785396,"RT @MajorCBS: The predictive force of Guam, ""Where America's Day Begins."" Called every election since '84. Results are in: https://t.co/i3q…"
Negative,692715635424387072,118717877,RT @MikeVee5: Hillary Clinton email scandal reaches boiling point #HillaryClinton #Hillary2016 #HRC… https://t.co/3kWE4mGJ4J https://t.co/I…
Negative,765203858716893185,180542862,RT @USAHipster: https://t.co/XhfzxQtOvC Hillary Clinton and Barack Obama debate turns ugly 2008. Can't wait to see Trump crush her in debat…
Neutral,791101813965586434,900605197,Colin Powell to Vote for Hillary Clinton - ABC News https://t.co/BRrZAAgMCf
Negative,783694101644513281,165158213,@timkaine you didn't know @HillaryClinton used the same tax law as @realDonaldTrump? https://t.co/7uyTPl5Mak #MAGA @KrisParonto
Negative,784539052506742784,385114470,"@HillaryClinton - impeached, disbarred, oral sex in WH, rape, affairs. Shameful @billclinton."
Negative,788926164244967424,36041523,RT @JustinRaimondo: The Inspector General fact-checks Hillary: Where's the $6 billion? https://t.co/wyVF9MjkUI
Negative,684993344607485952,408043956,Dirty politics! https://t.co/hJX69yl2RT
Negative,785965112129531904,1644555289,RT @KellyannePolls: Disappointed he's gone full Hillary in hating ppl. Bill Clinton Mocks W. Virginia Voters: “They Only Watch Fox News” ht…
Positive,717123152212418560,23912819,RT @ateacher97: Video Surfaces of Bernie Sanders Praising Breadlines and Food Rationing https://t.co/o46yifXcQW via @thelibrepublic #ImWith…
Positive,738925234628268036,2753743832,"RT @mayaharris_: ""I will not let anyone turn back the clock on our rights."" -@HillaryClinton at UC Riverside #ImWithHer https://t.co/FLc2F2…"
Positive,714529122526093312,1539564943,"RT @PaulBegala: Frmr @nytimes exec ed. @JillAbramson has spent decades investigating @HillaryClinton. Her conclusion: 
https://t.co/XMqIofK…"
Negative,775055059499425792,489724044,RT @RichardGrenell: The Clinton camp says Hillary is fine....and that she never sent or received Classified information.
Negative,709390296073822208,103030945,Mike Huckabee’s Tweet about Trump’s Chicago Rally and Hillary Clinton is Spot On https://t.co/HxPor80JxI via @youngcons
Negative,792778366159958016,25537052,"Exactly 

Hillary Clinton owns this 100%. Consider the simple explanation - Hillary is now asking/demanding James... https://t.co/8zCDAuDMoI"
Negative,738358280095993856,707298847836475394,"#ImWithHer #Hillary
#neverTrump  #FeelTheBern #NeverHillary #MAGA  

CROOKED #CLINTON 

corrupt to the core https://t.co/viMvPEdwBj"
Negative,785856583142150144,57900261,RT @mitchellvii: WikiLeaks: Hillary Clinton Says Vetting Refugees Is Impossible - Breitbart https://t.co/Yuvyixa7EJ
Negative,757330047883546625,756929648190033920,"#dncleaks #DNCinPHL  #DNCleak #BernItDown #BernieMustDisavow 
 Just a reminder that the media is actively involved  https://t.co/8vGyxfSSRl"
Negative,787487504140120064,166051560,"@RealAlexJones 
....... saddened by the unprecedented level of corruption in our government.
https://t.co/VjvAIVp7YF"
Positive,722005027821391872,109854452,"RT @ARL4Hillary: Hillary needs your help for the #NYPrimary. You can make calls today, it's easy! https://t.co/6ijHBFp8pR #ImWithHer https:…"
Negative,737485849730777089,3839311094,RT @antihustler: Hillary Clinton broke the rules: Our view #NeverHillary #BernieInOakland #BernieSanders #BernieOrBust  https://t.co/TMxpR2…
Negative,776388606927790080,277613279,RT @IanDunt: Imagine being 1) sane 2) an American citizen and 3) not voting for Clinton. https://t.co/5jdt6plSHJ
Negative,774803001613684740,199886612,"@HillaryClinton Dear Hillary, I fail 2 see the logic in your nasty labeling of voters, you may have won over if you weren't such a ...bitch."
Neutral,784098605237960706,214321145,2016 Presidential Election: The Surprising Tech Tool Hillary Clinton’s Campaign Uses To Communicate With Voters https://t.co/KDLQJBoPwy
Negative,766048612124008448,271172870,"RT @LindaSuhler: What Hillary Clinton Calls A Charitable Donation
#ClintonFoundation #CrookedHillary

☑️ #TrumpPence16 #integrity https://t…"
Neutral,796198932552544256,20726495,"RT @WSJ: Hillary Clinton wins Colorado, AP says https://t.co/Hsk1QjELsF 🔓 https://t.co/0AKIilTySb"
Neutral,718900075385253888,850633633,RT @GinsburgJobs: FiveThirtyEight predicts that New York is a virtual lock for #Hillary Clinton https://t.co/WwSiuWWXkZ via @dailynewsbin
Negative,791794595994611712,580588463,@HillaryClinton BILL CLINTON IS A RAPIST BILL CLINTON IS A RAPIST BILL CLINTON IS A RAPIST BILL CLINTON IS A RAPIST BILL CLINTON IS A RAPIST
Negative,765932691128655873,42641225,"RT @ChristieC733: #ClintonFoundation Investigation Could Spell Hillary's Doom

#CrookedClintons 

☑️https://t.co/sYNV5GQWiQ https://t.co/XB…"
Negative,751118118374760448,4497763703,CHECK OUT CNN (CLINTON NEWS NETWORK) AS THEY DECIDE THE VERDICT FOR ALTON GOLDTOOTH; STAY TUNED FOR HILLARY CODDLING https://t.co/QgcutlnKMn
Negative,741479838343536640,399774230,"RT @omprocess: @HillaryClinton current ""laundering"" scheme: $-&gt;VictoryFund-&gt;StateParty-&gt;DNC-&gt;Hillary https://t.co/BdOwynEDhW https://t.co/D…"
Negative,768967826593845248,544767854,"RT @LindaSuhler: Honestly, does anyone take Hillary Clinton seriously anymore?
Her best campaign strategy is to HIDE.
Seriously.
She hides.…"
Negative,785097503683121152,3376927462,"RT @jakub_lisa: #truth tellers imprisoned &amp; #BillClintonIsARapist #Hillary &amp; #ClintonCrimeFamily Stealing $Mils From Doners &amp; Needy
https:/…"
Negative,794346728946208768,429929648,"RT @DanScavino: ""FBI finds emails related to Clinton's State Department tenure""

""These emails are NOT duplicates of emails found""

https:/…"
Negative,780245162123337728,721118837349957632,"RT @ish10040: Clinton Supporter  Mega Donor, George Soros Admits to COLLABORATING WITH NAZIS https://t.co/rbktkJ91Fd 

 HILLARY WINS

 SORO…"
Negative,783677899433881601,3884475434,RT @ItsAngryBob: #HILLARY KILLED LIBYA PEACE DEAL OVER PERSONAL VENDETTA.She is definitely not fit to be POTUS. She is pure evil. https://t…
Positive,791310403645140996,2726193068,"RT @HillaryforVA: Jimmy Ochan found refuge in the U.S., and joined the Marines to give back. When he was injured, he got the care he… "
Negative,787782078221934592,2899990289,@HillaryClinton @POTUS Nice try. No one died.
Negative,787489703943516160,64309323,"RT @Stonewoodforge: Here Are Hillary Clinton's Three Speeches To Goldman Sachs For Which She Was Paid $675,000 | Zero Hedge https://t.co/Up…"
Negative,785878910353350657,2181557906,RT @JessieJaneDuff: Gotta LOVE how @wikileaks rebuttals every falsehood the Clinton campaign tries to spew at them. The truth is unknow… 
Positive,791824513805783040,412732101,Dear god. Having Hillary as president would be as enough. https://t.co/koGI6E6xKa
Negative,785280204356878337,750042359442780161,"RT @KathyShelton_: If I’d had justice vs my rapist, maybe I could have healed. But Hillary Clinton made sure I suffered loss of justice, th…"
Negative,765015418591326209,261749735,"RT @DanScavino: Hillary Clinton Said @realDonaldTrump is Recruiting Sergeant of ISIS (He’s Not)
https://t.co/0PvI84amzT"
Neutral,795217452317741056,759518767,"RT @CNN: Hillary Clinton recites Jay Z lyrics: ""Rosa Parks sat so Martin Luther could walk ..."" https://t.co/isW0ZkvdZ4 https://t.co/MKwgNw…"
Neutral,796069499942432768,1231590912,"RT @guardian: Madonna performs at surprise rally in New York: ‘Save this country, vote for Hillary Clinton’ https://t.co/PIyQclsNAm"
Negative,765628488493793280,2771928928,RT @michaelkeyes: Hillary Clinton supporters AGREE with Trump quotes without even realizing it! #morons #neverhillary #TrumpPence16 https:/…
Negative,750701626197934081,554461000,RT @RealJamesWoods: Justice in America today... #Hillary #Obama #LorettaLynch #TarmacJustice #BillTheBagMan https://t.co/gyYc1aZTnT
Negative,791118234262970368,635195109,"VIDEO: Hillary's Secret FIXER Speaks Out, Reveals the Clinton's Darkest Secrets https://t.co/DawDYXFVor"
Neutral,770951613850718209,4740748026,"""Hillary Clinton to Address American Legion on U.S. ‘Exceptionalism’"" by THOMAS KAPLAN via NYT https://t.co/4IRscDhRsp"
Positive,769391391868846080,3077615801,RT @larshurst: I am a veteran too and do not blame Hillary for Benghazi. Why? Because I am a critical thinker &amp; eschew the crazy.  https://…
Negative,745265654748450816,743535581582372865,RT @realDonaldTrump: I will be making a big speech tomorrow to discuss the failed policies and bad judgment of Crooked Hillary Clinton.
Positive,775400694253756416,141935174,@HillaryClinton Get well soon! You'll beat it like you'll beat Trump!
Positive,785583777531695105,2414577692,"RT @katyperry: PUSSY, say it!  https://t.co/2dHfe7QVkY"
Negative,790207171959152640,749810346471239680,"RT @realDonaldTrump: ""If you can't run your own house you certainly can't run the White House"" A statement made by Mrs. Obama about Crooked…"
Negative,794349483538661376,100683260,RT @LouDobbs: Do you believe every newspaper that endorsed Hillary Clinton for president should retract their endorsement of her candidacy…
Negative,783150944414470144,561496914,Hillary hates people uncovering truths https://t.co/L4DRVszTsM
Negative,766806098166677504,718837051727056897,"RT @GreenPartyUS: .@DrJillStein Feminism is about de-militarization &amp; assuring a just future for all. #JillNotHill 
https://t.co/eCAKBkDbef"
Positive,744353986904367106,32156954,RT @robreiner: Barack Obama and Hillary Clinton are showing us what a real American President looks like. @realDonaldTrump is the furthest…
Neutral,717531496265854976,268111103,Wisconsin primary: Ted Cruz and Bernie Sanders projected to defeat Donald Trump and Hillar... https://t.co/Ly0ArpEGPw
Negative,738018738251923456,708702245458726912,"RT @jo_bouk: Notably absent are words like ""Libya"", ""Iraq"" &amp; ""Honduras"". Beyonce warranted a mention though. Because #priorities. https://t…"
Negative,776548027255447552,1495747434,RT @JrcheneyJohn: #WakeUpAmerica 👉 Obama added 10 Trillion to the national debt #Hillary will continue the same failed policies #MAGA https…
Negative,767402782420668416,2916857708,"https://t.co/D7pY6QkLWl
IS THIS THE LEFT FINALLY WAKING UP TO CORRUPT,RUSSIAN DEALING LYING HILLARY &amp; DNC CORRUPT BRINGING IN ILLEGALS 2 WIN"
Positive,717913812431609857,65401126,RT @OperationOppo: Remember this? #WeWontBeErased: How Anti-Clinton Trolls Are Firing Up Women and Handing Hillary the Nomination https://t…
Negative,784605526185353218,2674630925,RT @Darren32895836: DR Loudon says Vote Donald Trump NOT Hillary Clinton &amp; Her Global Mass Media Corruption!!#PodestaEmails #Trumptapes htt…
Negative,756472451761053696,3335306548,"Hillary please say ""flour"" https://t.co/EdmW4PwPtL"
Negative,779833364106842112,392783363,@HillaryClinton @billclinton are the Bernie Madoff's =crooks corrupt . #Ohio #pennsylvania #Florida Nevada Colorado… https://t.co/lvZPjVqZXk
Negative,702575248034701317,4086369262,@HillaryClinton O.M.G..Name one with that same face that said I NEVER LIED TO ANYONE
Negative,794552608585347073,18911503,"Haitian Senate President Exposes Clinton Foundation: ""Hillary Clinton Tried To Bribe Me!"" | Zero Hedge https://t.co/dRpeea8i4l"
Positive,722868871166693379,1395505981,RT @pashulman: My grandmother in Maryland asked me to share this. She was born during the Woodrow Wilson administration. #ImWithHer https:/…
Neutral,739195460250947585,2757449411,RT @CNN: Hillary Clinton blitzes Donald Trump with barrage of attacks; 34 of her most fiery charges: https://t.co/hgu8V0QyU4 https://t.co/R…
Negative,792566887234334720,1051775197,RT @LPIN: You can guarantee #Trump and #Hillary will send your daughters to death. Is that what you want?… 
Negative,729344582845091840,3367318187,RT @mitchellvii: I can see only one positive of electing Hillary Clinton as POTUS.  It would mean the Rapture is surely around the corner.
Neutral,787438549071228928,25040215,RT @pzf: BREAKING - EMAIL LEAK: Hillary Clinton on environmentalists: 'Get a life'
Negative,792145739933777920,74141911,"RT @realDonaldTrump: Just out: Neera Tanden, Hillary Clinton adviser said, “Israel is depressing.” I think Israel is inspiring!"
Neutral,778957389634555904,540417242,Clinton on Between Two Ferns: 'I really regret doing this': Hillary Clinton sat down for an interview with th... https://t.co/L5Wo4M8V5M
Positive,793445510908706816,3763675936,RT @DanaSchwartzzz: I feel like this is the type of email from Hillary Clinton people like to ignore https://t.co/e9xSYzxrAH
Negative,760102334286495745,251010753,"RT @MikePenceVP: This is the record of Hillary Clinton after 4 years being SOS, imagine if she is Prisedent for 8 years! https://t.co/wm9vk…"
Positive,777200653474988032,3151756502,@HillaryClinton I have been a supporter since the Bill days and I will vote for you but stop giving  Trump the attn &amp; focus on YOUR campaign
Positive,775886767136407552,132700399,"RT @HillaryClinton: ""If you're serious about our democracy, then you've got to be with her."" —@POTUS on Hillary https://t.co/I9BQB3PJvD"
Positive,791881619040796672,707454578866974721,@BBCWorld I would like hillary Clinton to be a new president cos she is good learder and then she likes peace and love
Positive,780466195128459264,78204783,"RT @laureldavilacpa: For Media Day, we hope that the journalistic bar is raised for the #debates this evening? #debatenight #StrongerTogeth…"
Negative,763570084937773057,705595132666466304,RT @JanetOrendorff: Hillary Clinton aide Huma Abedin emerges as potential liability in 2016 bid - https://t.co/ySwe7KDvqE - @washtimes
Negative,728386205746790400,16025925,"RT @Iowa4Bernie: Yea, she's sorry all right. So many apologies that it's hard to know #WhichHillary is talking. #ToneDownForWhat 
https://t…"
Neutral,792925057605509120,2302038708,RT @brotips: FBI Obtains Search Warrant To Review Emails Sent By Hillary Clinton's Top Aide https://t.co/48QdgMsOwN
Negative,795657957774073856,1366631,"RT @LindaSuhler: Lara Trump: Hillary Clinton Doesn't Represent 'Most If Any Women in This Country'
#VoteTrump #NorthCarolina #MAGA… "
Negative,747621851870945280,3979755197,Presidential Candidate Hillary Clinton TO BE INDICTED - Breaking News! https://t.co/5pUOYhQGJz
Negative,779731192228745217,79236840,Fifty-Nine Percent of Voters Oppose Hillary Clinton's Plan to Increase Syrian Refugees - Breitbart https://t.co/S4nT3j4clP
Positive,749817649169707008,728724570568433664,@Fendi @rosariodawson @TheSurfLodge WTF socialist can afford FENDI hypocrite all the way #ImWithHer. Bernie is the same damn way. SMH!
Negative,771534628653903874,4855439824,RT @realDonaldTrump: Hillary Clinton is using race-baiting to try to get African-American voters- but they know she is all talk and NO ACTI…
Positive,758119113818464256,4633731208,@DebraMessing my wife and kids are there at the convention - thank you for making us proud to be #DemsInPhilly #DemConvention #ImWithHer
Negative,785804498832728065,753429367682764800,"RT @BraveLad: So #Hillary tells #BrazilianBankers her dream is open borders with all Latin America's 650 million inhabitants, twice our pop…"
Negative,793398408417570816,100123057,RT @Darren32895836: BREAKING : Criminal Hillary Clinton &amp; Donna Brazile Cheated the devastated helpless people of Flint Michigan.… 
Negative,788008051605381120,3266606743,RT @Stevenwhirsch99: Today it's Assange #Hillary is silencing. Tomorrow it could be you. She won't let you get too close to the truth.… 
Positive,723628351399825409,330066082,This is the greatest thing I've seen today https://t.co/fFJPReJXG0
Negative,780082481617711104,293525615,"@HillaryClinton ... your mother may not have become ""bitter and broken"" (you may well be lying about this), but you have"
Negative,757819606648008704,3185626787,"RT @Bellajane127: RETWEET!
Hillary ROTTEN Clinton CANNOT BE TRUSTED!
Most corrupt to run for POTUS!
#DemsInPhilly https://t.co/hvccxrorJN"
Positive,758078764316102657,16188861,RT @BreneBrown: History. https://t.co/6L8X3GnxBb
Negative,724954616140439552,701792372133236736,"RT @AndrewCMcCarthy: Who's big donor of lib Dem VA gov giving 200,000 felons right to vote for #Hillary2016? Of course: @realDonaldTrump ht…"
Neutral,772108119203721216,721136155157229568,RT @Telegraph: Hillary Clinton says she could not recall all briefings due to concussion as FBI releases inquiry files https://t.co/z47c1cU…
Negative,794345383573024772,40609183,"RT @KyleKulinski: Weird, he left out Hillary's support for:
- Iraq
- Patriot act
- Libya
- Syria
- Wall St dereg
- NAFTA
- TPP
- Saud… "
Negative,786569163611316225,241592876,"RT @dragonian3333: @HillaryClinton #ImWithHer  #HillarysAccomplishments in 30 years. Never created jobs, never built anything 👇 
https://t.…"
Neutral,781855424182120448,2885025301,"RT @FoxNews: RETURN OF THE CLINTON WOMEN: Hillary’s role in treatment of husband’s affairs puts issue in play, say Trump backers https://t.…"
Negative,728330868566024192,4564665231,"Anna Chapman ,believe me when I tell you this ,Karma will take care of Barack Obama and Hillary Clinton . https://t.co/0qUGwe8Xno"
Negative,775086860922155008,707352000686661632,"RT @JrcheneyJohn: How can #Hillary question Trumps judgement, when she takes money from people responsible for 9/11 #NeverForget #MAGA http…"
Positive,727668874846445569,888097675,"I really can't wait to see #Trump LOSING BIG to #Hillary. It'll be SO BIG, we won't even believe it. SO BIG we'll be so bored..."
Negative,777798283162951680,3881869607,RT @inyourface34: Destroying evidence w/ hammer &amp; bleach USUALLY mean up to 20 yrs in prison. But not for #Hillary &amp; her #FBI Flunkies http…
Positive,737970242056491008,1112486646,"RT @fawfulfan: But do tell me how you know more than the American Institute of Philanthropy, which gave @ClintonFdn an A. https://t.co/YrMb…"
Negative,753104369952911365,704802182227296256,@HillaryClinton @BernieSanders you're both delusional... Get a grip.
Negative,789416080540209155,459912248,Now we know. She's hiding her deplorable crimes https://t.co/6EFAxBXMAg
Positive,785125221531545600,846829170,Hillary Clinton Has ALWAYS Fought For Children.... #ImWithHer #AMJoy https://t.co/7anu3OqpIj
Neutral,704474983934914562,15266000,RT @HuffPostPol: Latino lawmakers throw support behind Hillary Clinton https://t.co/PkbBrKPJrq https://t.co/VT3sSNTVOH
Negative,697060705074335744,309422346,"Is voting bc she's a woman: a. Feminist, b. Sexist, c. Dumb. https://t.co/Qc7EjPuXUW"
Neutral,788109193077227520,720717117637685248,RT @CNN: Elizabeth Warren and Bernie Sanders slammed Donald Trump at a Hillary Clinton campaign event in Denver… 
Neutral,791004237094346752,81234581,"RT @NBCNightlyNews: JUST IN: At Long Island Association luncheon, Colin Powell said he is endorsing and voting for Hillary Clinton, he tell…"
Positive,749727659026837504,2308720454,"Unfortunately, the number of ppl who read history seems 2b getting smaller &amp; smaller. #NeverEverTrump #Hillary2016 https://t.co/k1QMaPKzXJ"
Negative,728027146942185472,206414832,"Hillary Clinton Exposed, Movie She Banned From Theaters
Full Movie --&gt; https://t.co/ql3HFOGMwn 
#Election2016 #NoHillary"
Positive,780721595354525696,24477530,RT @amaditalks: Like this! https://t.co/Do1FiAraFr
Neutral,782301236347408384,2851084060,"Democratic presidential candidate Hillary Clinton speaks at the Pennsylvania AFL-CIO's Convention on April 6,... https://t.co/u9v9Gkkuc8"
Neutral,773287216864825344,741245474208768001,"RT @CNNPolitics: Hillary Clinton says Donald Trump won't release his tax returns because “he clearly has something to hide"" https://t.co/z0…"
Negative,775709845852819456,23358779,"RT @worldnetdaily: BILL CLINTON CIA BOSS CAN'T BACK HILLARY, JOINS TRUMP
 https://t.co/3JCKvzh5pG
#MAGA https://t.co/F1S2kUgCum"
Positive,713933198678425601,704060092065423361,RT @WeNeedHillary: After rough day Hillary Clinton takes her MASSIVE lead into much more favorable April states https://t.co/0L03Q0RrMU htt…
Neutral,774341676525641728,16311797,Hillary Clinton’s team aims for a more positive message with a series of speeches defining her vision: https://t.co/M43FqZdfyF 🔓
Negative,775045755216224256,2890256204,"RT @CharmxOfficial: Although I dont talk about politics, this video doesn't look good for hillary concerning rumors around her health. http…"
Neutral,742455399782088704,722485755097034756,Capitol Report: Text of Hillary Clinton’s remarks on the Orlando shooting and terrorism https://t.co/Ej6jHFeCsi https://t.co/AsgwVSa072
Positive,776503817856774144,770280543804133376,RT @timkaine: People have seen almost 40 years of tax returns from Hillary. One set from Trump really isn't too much to ask. https://t.co/K…
Positive,741536560647049220,977578987,RT @ladygaga: #HILLARY2016 VOTE for the 1st female US president in history. This country could use a little rock n' roll. 🇺🇸🙏🏽🤘🏽 https://t.…
Negative,729470952946290688,115157426,"RT @climatehawk1: Clinton plans '#Climate Map Room' in White House, Podesta says https://t.co/zB808s0sa6 via @forbes #globalwarming #divest"
Negative,729470952946290688,115157426,"RT @climatehawk1: Clinton plans '#Climate Map Room' in White House, Podesta says https://t.co/zB808s0sa6 via @forbes #globalwarming #divest"
Negative,729470952946290688,115157426,"RT @climatehawk1: Clinton plans '#Climate Map Room' in White House, Podesta says https://t.co/zB808s0sa6 via @forbes #globalwarming #divest"
Negative,729470952946290688,115157426,"RT @climatehawk1: Clinton plans '#Climate Map Room' in White House, Podesta says https://t.co/zB808s0sa6 via @forbes #globalwarming #divest"
Negative,729470952946290688,115157426,"RT @climatehawk1: Clinton plans '#Climate Map Room' in White House, Podesta says https://t.co/zB808s0sa6 via @forbes #globalwarming #divest"
Negative,729470952946290688,115157426,"RT @climatehawk1: Clinton plans '#Climate Map Room' in White House, Podesta says https://t.co/zB808s0sa6 via @forbes #globalwarming #divest"
Negative,729470952946290688,115157426,"RT @climatehawk1: Clinton plans '#Climate Map Room' in White House, Podesta says https://t.co/zB808s0sa6 via @forbes #globalwarming #divest"
Negative,729470952946290688,115157426,"RT @climatehawk1: Clinton plans '#Climate Map Room' in White House, Podesta says https://t.co/zB808s0sa6 via @forbes #globalwarming #divest"
Negative,729470952946290688,115157426,"RT @climatehawk1: Clinton plans '#Climate Map Room' in White House, Podesta says https://t.co/zB808s0sa6 via @forbes #globalwarming #divest"
Negative,775133379733786625,796470619,Even With Pneumonia Hillary Clinton Is More of a President Than Donald Trump https://t.co/3BgncuNTKd
Negative,775133379733786625,796470619,Even With Pneumonia Hillary Clinton Is More of a President Than Donald Trump https://t.co/3BgncuNTKd
Negative,775133379733786625,796470619,Even With Pneumonia Hillary Clinton Is More of a President Than Donald Trump https://t.co/3BgncuNTKd
Negative,775133379733786625,796470619,Even With Pneumonia Hillary Clinton Is More of a President Than Donald Trump https://t.co/3BgncuNTKd
Negative,775133379733786625,796470619,Even With Pneumonia Hillary Clinton Is More of a President Than Donald Trump https://t.co/3BgncuNTKd
Negative,693637986546659329,463464452,"RT @futurepundit: Hillary Clinton was just as wrong as establishment conservatives on Iraq, Syria, Libya. Trump sane in comparison."
Negative,707094484362743808,633538764,RT @lexi4prez: I'm so disappointed that @HereIsGina and @UzoAduba are in this :( https://t.co/rI3oQloJZO
